formula,activity,syngony,length,length_unit,width,width_unit,depth,depth_unit,surface,km_value,km_unit,vmax_value,vmax_unit,target_source,reaction_type,c_min,c_min_unit,c_max,c_max_unit,c_const,c_const_unit,ccat_value,ccat_unit,ph,temperature,doi,pdf,access,title,journal,year,visual
Au@PtAg0.5,oxidase,,,,,,,,,6.5,μM,0.0000000056,M s-1,text,TMB,0,mM,0.14,mM,,,41.7,pM,4.5,37,10.1039/C3RA23215H,C3RA23215H,0,Au@PtAg core/shell nanorods: tailoring enzyme-like activities via alloying,RSC Advances,2013,0
VO2,peroxidase,monoclinic,,,103.1,nm,103.1,nm,,0.146,mM,131,10-8 M s-1,si,TMB + H2O2,0.05,mM,0.3,mM,5,mM,10,μg mL−1,5,,10.1039/C3TA15051H,C3TA15051H,0,"Monocrystalline VO2 (B) nanobelts: large-scale synthesis, intrinsic peroxidase-like activity and application in biosensing",Journal of Materials Chemistry A,2014,1
VO2,peroxidase,monoclinic,,,103.1,nm,103.1,nm,,1.69,mM,177,10-8 M s-1,si,H2O2 + TMB,0,mM,5,mM,100,μM,10,μg mL−1,5,,10.1039/C3TA15051H,C3TA15051H,0,"Monocrystalline VO2 (B) nanobelts: large-scale synthesis, intrinsic peroxidase-like activity and application in biosensing",Journal of Materials Chemistry A,2014,1
Si,peroxidase,,12,nm,12,nm,12,nm,,1.502,mM,14.72,10-8 M s-1,text,TMB + H2O2,,,,,20,mM,,,4,40,10.1039/C4CC01703J,C4CC01703J,0,Water-dispersible silicon dots as a peroxidase mimetic for the highly-sensitive colorimetric detection of glucose,Chem. Commun.,2014,0
Si,peroxidase,,12,nm,12,nm,12,nm,,0.065,mM,5.65,10-8 M s-1,text,H2O2 + TMB,,,,,320,μM,,,4,40,10.1039/C4CC01703J,C4CC01703J,0,Water-dispersible silicon dots as a peroxidase mimetic for the highly-sensitive colorimetric detection of glucose,Chem. Commun.,2014,0
NiTe,peroxidase,rhombohedral,5000,nm,45,nm,45,nm,,0.011,mM,0.0000000427,Ms-1,text,ABTS + H2O2,,,,,,,2,mg mL-1,4,30,10.1039/C4CC06684G,C4CC06684G,0,Novel magnetic nickel telluride nanowires decorated with thorns: synthesis and their intrinsic peroxidase-like activity for detection of glucose,Chem. Commun.,2014,0
MoS2,peroxidase,,,,,,,,,0.525,mmol L-1,0.0000000429,mol L-1/s,si,TMB + H2O2,0,mM,0.12,mM,0.08,mmol L-1,1.8,μg mL−1,6.9,30,10.1039/C4NR03393K,C4NR03393K,0,Seeing diabetes: visual detection of glucose based on the intrinsic peroxidase-like activity of MoS<sub>2</sub> nanosheets,Nanoscale,2014,1
MoS2,peroxidase,,,,,,,,,0.0116,mmol L-1,0.0000000516,mol L-1/s,si,H2O2 + TMB,0.2,mM,1.2,mM,1.2,mmol L-1,1.8,μg mL−1,6.9,30,10.1039/C4NR03393K,C4NR03393K,0,Seeing diabetes: visual detection of glucose based on the intrinsic peroxidase-like activity of MoS<sub>2</sub> nanosheets,Nanoscale,2014,1
MoO3,peroxidase,,,,,,,,,0.093,mM,3.041,10-8 M s-1,si,TMB + H2O2,0,mM,1,mM,5,mM,16,μg,4,40,10.1039/C4NR04115A,C4NR04115A,0,Liquid-phase growth of platinum nanoparticles on molybdenum trioxide nanosheets: an enhanced catalyst with intrinsic peroxidase-like catalytic activity,Nanoscale,2014,1
MoO3,peroxidase,,,,,,,,,109.5,mM,5.281,10-8 M s-1,si,H2O2 + TMB,0,mM,12,mM,800,μM,16,μg,4,40,10.1039/C4NR04115A,C4NR04115A,0,Liquid-phase growth of platinum nanoparticles on molybdenum trioxide nanosheets: an enhanced catalyst with intrinsic peroxidase-like catalytic activity,Nanoscale,2014,1
Pt,peroxidase,,1-3,nm,1-3,nm,1-3,nm,,0.301,mM,4.252,10-8 M s-1,si,TMB + H2O2,0,mM,1,mM,5,mM,0.396,μg,4,40,10.1039/C4NR04115A,C4NR04115A,0,Liquid-phase growth of platinum nanoparticles on molybdenum trioxide nanosheets: an enhanced catalyst with intrinsic peroxidase-like catalytic activity,Nanoscale,2014,1
Pt,peroxidase,,1-3,nm,1-3,nm,1-3,nm,,6.1,mM,3.611,10-8 M s-1,si,H2O2 + TMB,0,mM,12,mM,800,μM,0.396,μg,4,40,10.1039/C4NR04115A,C4NR04115A,0,Liquid-phase growth of platinum nanoparticles on molybdenum trioxide nanosheets: an enhanced catalyst with intrinsic peroxidase-like catalytic activity,Nanoscale,2014,1
Pt-MoO3,peroxidase,,,,,,,,,0.296,mM,4.263,10-8 M s-1,si,TMB + H2O2,0,mM,1,mM,5,mM,,,4,40,10.1039/C4NR04115A,C4NR04115A,0,Liquid-phase growth of platinum nanoparticles on molybdenum trioxide nanosheets: an enhanced catalyst with intrinsic peroxidase-like catalytic activity,Nanoscale,2014,1
Pt-MoO3,peroxidase,,,,,,,,,5.9,mM,3.625,10-8 M s-1,si,H2O2 + TMB,0,mM,12,mM,800,μM,,,4,40,10.1039/C4NR04115A,C4NR04115A,0,Liquid-phase growth of platinum nanoparticles on molybdenum trioxide nanosheets: an enhanced catalyst with intrinsic peroxidase-like catalytic activity,Nanoscale,2014,1
Pt-MoO3,peroxidase,,,,,,,,,0.106,mM,4.286,10-8 M s-1,si,TMB + H2O2,0,mM,1,mM,5,mM,,,4,40,10.1039/C4NR04115A,C4NR04115A,0,Liquid-phase growth of platinum nanoparticles on molybdenum trioxide nanosheets: an enhanced catalyst with intrinsic peroxidase-like catalytic activity,Nanoscale,2014,1
Pt-MoO3,peroxidase,,,,,,,,,3.2,mM,3.794,10-8 M s-1,si,H2O2 + TMB,0,mM,12,mM,800,μM,,,4,40,10.1039/C4NR04115A,C4NR04115A,0,Liquid-phase growth of platinum nanoparticles on molybdenum trioxide nanosheets: an enhanced catalyst with intrinsic peroxidase-like catalytic activity,Nanoscale,2014,1
SiO2@Co3O4,peroxidase,,,,,,,,,0.087,mM,0.012,Ms-1 (10-8),text,TMB + H2O2,0.015,mM,0.4,mM,100,mM,10,μg mL−1,5,30,10.1039/C4RA12596G,C4RA12596G,0,A facile synthetic approach for SiO<sub>2</sub>@Co<sub>3</sub>O<sub>4</sub> coreâ€“shell nanorattles with enhanced peroxidase-like activity,RSC Advances,2015,0
SiO2@Co3O4,peroxidase,,,,,,,,,25.2,mM,0.015,Ms-1 (10-8),text,H2O2 + TMB,6,mM,200,mM,0.3,mM,10,μg mL−1,5,30,10.1039/C4RA12596G,C4RA12596G,0,A facile synthetic approach for SiO<sub>2</sub>@Co<sub>3</sub>O<sub>4</sub> coreâ€“shell nanorattles with enhanced peroxidase-like activity,RSC Advances,2015,0
CoFe2O4,peroxidase,,4.1,nm,4.1,nm,4.1,nm,,0.00645,mM,0.08258,M/min,si,TMB + H2O2,0,mM,30,mM,10,mM,,,4,37,10.1039/C4RA15675G,C4RA15675G,0,A simple route to CoFe<sub>2</sub>O<sub>4</sub> nanoparticles with shape and size control and their tunable peroxidase-like activity,RSC Advances,2015,1
CoFe2O4,peroxidase,,4.1,nm,4.1,nm,4.1,nm,,0.03551,mM,0.50178,M/min,si,H2O2 + TMB,0,mM,100,mM,1.5,mM,,,4,37,10.1039/C4RA15675G,C4RA15675G,0,A simple route to CoFe<sub>2</sub>O<sub>4</sub> nanoparticles with shape and size control and their tunable peroxidase-like activity,RSC Advances,2015,1
CoFe2O4,peroxidase,,13.8,nm,13.8,nm,13.8,nm,,0.05537,mM,0.01586,M/min,si,TMB + H2O2,0,mM,30,mM,10,mM,,,4,37,10.1039/C4RA15675G,C4RA15675G,0,A simple route to CoFe<sub>2</sub>O<sub>4</sub> nanoparticles with shape and size control and their tunable peroxidase-like activity,RSC Advances,2015,1
CoFe2O4,peroxidase,,13.8,nm,13.8,nm,13.8,nm,,0.22769,mM,0.02629,M/min,si,H2O2 + TMB,0,mM,100,mM,1.5,mM,,,4,37,10.1039/C4RA15675G,C4RA15675G,0,A simple route to CoFe<sub>2</sub>O<sub>4</sub> nanoparticles with shape and size control and their tunable peroxidase-like activity,RSC Advances,2015,1
CoFe2O4,peroxidase,,24.5,nm,24.5,nm,24.5,nm,,0.01725,mM,0.06163,M/min,si,TMB + H2O2,0,mM,30,mM,10,mM,,,4,37,10.1039/C4RA15675G,C4RA15675G,0,A simple route to CoFe<sub>2</sub>O<sub>4</sub> nanoparticles with shape and size control and their tunable peroxidase-like activity,RSC Advances,2015,1
CoFe2O4,peroxidase,,24.5,nm,24.5,nm,24.5,nm,,0.03934,mM,0.07688,M/min,si,H2O2 + TMB,0,mM,100,mM,1.5,mM,,,4,37,10.1039/C4RA15675G,C4RA15675G,0,A simple route to CoFe<sub>2</sub>O<sub>4</sub> nanoparticles with shape and size control and their tunable peroxidase-like activity,RSC Advances,2015,1
CoFe2O4,peroxidase,,32.1,nm,32.1,nm,32.1,nm,,0.02427,mM,0.04052,M/min,si,TMB + H2O2,0,mM,30,mM,10,mM,,,4,37,10.1039/C4RA15675G,C4RA15675G,0,A simple route to CoFe<sub>2</sub>O<sub>4</sub> nanoparticles with shape and size control and their tunable peroxidase-like activity,RSC Advances,2015,1
CoFe2O4,peroxidase,,32.1,nm,32.1,nm,32.1,nm,,0.06607,mM,0.05522,M/min,si,H2O2 + TMB,0,mM,100,mM,1.5,mM,,,4,37,10.1039/C4RA15675G,C4RA15675G,0,A simple route to CoFe<sub>2</sub>O<sub>4</sub> nanoparticles with shape and size control and their tunable peroxidase-like activity,RSC Advances,2015,1
CoFe2O4,peroxidase,,45.2,nm,45.2,nm,45.2,nm,,0.03476,mM,0.03881,M/min,si,TMB + H2O2,0,mM,30,mM,10,mM,,,4,37,10.1039/C4RA15675G,C4RA15675G,0,A simple route to CoFe<sub>2</sub>O<sub>4</sub> nanoparticles with shape and size control and their tunable peroxidase-like activity,RSC Advances,2015,1
CoFe2O4,peroxidase,,45.2,nm,45.2,nm,45.2,nm,,0.11073,mM,0.06253,M/min,si,H2O2 + TMB,0,mM,100,mM,1.5,mM,,,4,37,10.1039/C4RA15675G,C4RA15675G,0,A simple route to CoFe<sub>2</sub>O<sub>4</sub> nanoparticles with shape and size control and their tunable peroxidase-like activity,RSC Advances,2015,1
Ni(OH)2,peroxidase,,3000-4000,nm,3000-4000,nm,3000-4000,nm,,0.023,mM,,,text,TMB + H2O2,0,mM,0.2,mM,,,0.5,mg,4,,10.1039/C4TB00968A,C4TB00968A,0,Intrinsic peroxidase-like activity of mesoporous nickel oxide for selective cysteine sensing,Journal of Materials Chemistry B,2014,0
Ni(OH)2,peroxidase,,3000-4000,nm,3000-4000,nm,3000-4000,nm,,1.76,mM,,,text,H2O2 + TMB,9,mM,74,mM,,,0.5,mg,4,,10.1039/C4TB00968A,C4TB00968A,0,Intrinsic peroxidase-like activity of mesoporous nickel oxide for selective cysteine sensing,Journal of Materials Chemistry B,2014,0
NiO,peroxidase,,,,,,,,,0.018,mM,,,text,TMB + H2O2,0,mM,0.2,mM,,,0.5,mg,4,,10.1039/C4TB00968A,C4TB00968A,0,Intrinsic peroxidase-like activity of mesoporous nickel oxide for selective cysteine sensing,Journal of Materials Chemistry B,2014,0
NiO,peroxidase,,,,,,,,,1.77,mM,,,text,H2O2 + TMB,9,mM,74,mM,,,0.5,mg,4,,10.1039/C4TB00968A,C4TB00968A,0,Intrinsic peroxidase-like activity of mesoporous nickel oxide for selective cysteine sensing,Journal of Materials Chemistry B,2014,0
WS2,peroxidase,,,,,,,,,1.83,mM,0.0000000431,M/s,si,TMB + H2O2,0.20,mM,2.00,mM,0.12,mmol L−1,3.2,μg mL−1,4,40,10.1039/C5AN00031A,C5AN00031A,0,Hemin-functionalized WS<sub>2</sub> nanosheets as highly active peroxidase mimetics for label-free colorimetric detection of H<sub>2</sub>O<sub>2</sub> and glucose,The Analyst,2015,1
WS2,peroxidase,,,,,,,,,0.24,mM,0.0000000452,M/s,si,H2O2 + TMB,0.00,mM,1.00,mM,1,mmol L−1,3.2,μg mL−1,4,40,10.1039/C5AN00031A,C5AN00031A,0,Hemin-functionalized WS<sub>2</sub> nanosheets as highly active peroxidase mimetics for label-free colorimetric detection of H<sub>2</sub>O<sub>2</sub> and glucose,The Analyst,2015,1
WS2,peroxidase,,,,,,,,hemin,0.467,mM,0.0000000645,M/s,si,TMB + H2O2,0.2,mM,2,mM,0.12,mmol L−1,3.2,μg mL−1,4,40,10.1039/C5AN00031A,C5AN00031A,0,Hemin-functionalized WS<sub>2</sub> nanosheets as highly active peroxidase mimetics for label-free colorimetric detection of H<sub>2</sub>O<sub>2</sub> and glucose,The Analyst,2015,1
WS2,peroxidase,,,,,,,,hemin,0.926,mM,0.0000000257,M/s,si,H2O2 + TMB,0,mM,1,mM,1,mmol L−1,3.2,μg mL−1,4,40,10.1039/C5AN00031A,C5AN00031A,0,Hemin-functionalized WS<sub>2</sub> nanosheets as highly active peroxidase mimetics for label-free colorimetric detection of H<sub>2</sub>O<sub>2</sub> and glucose,The Analyst,2015,1
Pd,peroxidase,,3.5,nm,3.5,nm,3.5,nm,glutathione,0.08,mM,0.000000224,Ms-1,text,TMB + H2O2,0.03,mM,0.15,mM,125,mM,900,nM,4,20,10.1039/C5AN01103E,C5AN01103E,0,Glutathione-stabilized palladium nanozyme for colorimetric assay of silver(<scp>i</scp>) ions,The Analyst,2015,1
Pd,peroxidase,,3.5,nm,3.5,nm,3.5,nm,glutathione,137,mM,0.000000246,Ms-1,text,H2O2 + TMB,30,mM,180,mM,0.125,mM,900,nM,4,20,10.1039/C5AN01103E,C5AN01103E,0,Glutathione-stabilized palladium nanozyme for colorimetric assay of silver(<scp>i</scp>) ions,The Analyst,2015,1
Pd,peroxidase,,2.6,nm,2.6,nm,2.6,nm,glutathione,0.068,mM,0.000000315,Ms-1,text,TMB + H2O2,0.03,mM,0.15,mM,125,mM,900,nM,4,20,10.1039/C5AN01103E,C5AN01103E,0,Glutathione-stabilized palladium nanozyme for colorimetric assay of silver(<scp>i</scp>) ions,The Analyst,2015,1
Pd,peroxidase,,2.6,nm,2.6,nm,2.6,nm,glutathione,156,mM,0.000000408,Ms-1,text,H2O2 + TMB,30,mM,180,mM,0.125,mM,900,nM,4,20,10.1039/C5AN01103E,C5AN01103E,0,Glutathione-stabilized palladium nanozyme for colorimetric assay of silver(<scp>i</scp>) ions,The Analyst,2015,1
Pd,peroxidase,,1.4,nm,1.4,nm,1.4,nm,glutathione,0.045,mM,0.000000091,Ms-1,text,TMB + H2O2,0.03,mM,0.15,mM,125,mM,900,nM,4,20,10.1039/C5AN01103E,C5AN01103E,0,Glutathione-stabilized palladium nanozyme for colorimetric assay of silver(<scp>i</scp>) ions,The Analyst,2015,1
Pd,peroxidase,,1.4,nm,1.4,nm,1.4,nm,glutathione,254,mM,0.000000208,Ms-1,text,H2O2 + TMB,30,mM,180,mM,0.125,mM,900,nM,4,20,10.1039/C5AN01103E,C5AN01103E,0,Glutathione-stabilized palladium nanozyme for colorimetric assay of silver(<scp>i</scp>) ions,The Analyst,2015,1
Mn3O4,oxidase,tetragonal,150,nm,150,nm,150,nm,,0.025,mM,5.07,10-8 M s-1,text,TMB,,,,,,,5,mg L-1,3.5,35,10.1039/C5AY01732G,C5AY01732G,0,Evaluation of the antioxidant activity of phenols and tannic acid determination with Mn<sub>3</sub>O<sub>4</sub>nano-octahedrons as an oxidase mimic,Analytical Methods,2015,0
Cu3(PO4)2·3H2O,peroxidase,,5000,nm,5000,nm,5000,nm,BSA,35.18,mM,0.0000000339,M s-1,text,H2O2 + ABTS,,,,,,,,,4,37,10.1039/C5CC00040H,C5CC00040H,0,Self-assembly of an organicâ€“inorganic hybrid nanoflower as an efficient biomimetic catalyst for self-activated tandem reactions,Chemical Communications,2015,0
MnFe2O4,peroxidase,,4,nm,4,nm,4,nm,,0.00146,mM,0.00698,M s-1,si,H2O2 + TMB,0,mM,1.2,mM,10,mM,,,3.5,37,10.1039/C5DT01585E,C5DT01585E,0,Size- and shape-dependent peroxidase-like catalytic activity of MnFe<sub>2</sub>O<sub>4</sub> Nanoparticles and their applications in highly efficient colorimetric detection of target cancer cells,Dalton Transactions,2015,1
MnFe2O4,peroxidase,,16,nm,16,nm,16,nm,,0.0964,mM,0.000353,M s-1,si,H2O2 + TMB,0,mM,1.2,mM,10,mM,,,3.5,37,10.1039/C5DT01585E,C5DT01585E,0,Size- and shape-dependent peroxidase-like catalytic activity of MnFe<sub>2</sub>O<sub>4</sub> Nanoparticles and their applications in highly efficient colorimetric detection of target cancer cells,Dalton Transactions,2015,1
MnFe2O4,peroxidase,,18,nm,18,nm,18,nm,,0.0258,mM,0.00155,M s-1,si,H2O2 + TMB,0,mM,1.2,mM,10,mM,,,3.5,37,10.1039/C5DT01585E,C5DT01585E,0,Size- and shape-dependent peroxidase-like catalytic activity of MnFe<sub>2</sub>O<sub>4</sub> Nanoparticles and their applications in highly efficient colorimetric detection of target cancer cells,Dalton Transactions,2015,1
MnFe2O4,peroxidase,,27,nm,27,nm,27,nm,,0.033,mM,0.00073,M s-1,si,H2O2 + TMB,0,mM,1.2,mM,10,mM,,,3.5,37,10.1039/C5DT01585E,C5DT01585E,0,Size- and shape-dependent peroxidase-like catalytic activity of MnFe<sub>2</sub>O<sub>4</sub> Nanoparticles and their applications in highly efficient colorimetric detection of target cancer cells,Dalton Transactions,2015,1
MnFe2O4,peroxidase,,4,nm,4,nm,4,nm,,0.112,mM,0.00715,M s-1,si,TMB + H2O2,0,mM,25,mM,1.5,mM,,,3.5,37,10.1039/C5DT01585E,C5DT01585E,0,Size- and shape-dependent peroxidase-like catalytic activity of MnFe<sub>2</sub>O<sub>4</sub> Nanoparticles and their applications in highly efficient colorimetric detection of target cancer cells,Dalton Transactions,2015,1
MnFe2O4,peroxidase,,16,nm,16,nm,16,nm,,0.543,mM,0.000515,M s-1,si,TMB + H2O2,0,mM,25,mM,1.5,mM,,,3.5,37,10.1039/C5DT01585E,C5DT01585E,0,Size- and shape-dependent peroxidase-like catalytic activity of MnFe<sub>2</sub>O<sub>4</sub> Nanoparticles and their applications in highly efficient colorimetric detection of target cancer cells,Dalton Transactions,2015,1
MnFe2O4,peroxidase,,18,nm,18,nm,18,nm,,0.242,mM,0.00494,M s-1,si,TMB + H2O2,0,mM,25,mM,1.5,mM,,,3.5,37,10.1039/C5DT01585E,C5DT01585E,0,Size- and shape-dependent peroxidase-like catalytic activity of MnFe<sub>2</sub>O<sub>4</sub> Nanoparticles and their applications in highly efficient colorimetric detection of target cancer cells,Dalton Transactions,2015,1
MnFe2O4,peroxidase,,27,nm,27,nm,27,nm,,0.304,mM,0.00176,M s-1,si,TMB + H2O2,0,mM,25,mM,1.5,mM,,,3.5,37,10.1039/C5DT01585E,C5DT01585E,0,Size- and shape-dependent peroxidase-like catalytic activity of MnFe<sub>2</sub>O<sub>4</sub> Nanoparticles and their applications in highly efficient colorimetric detection of target cancer cells,Dalton Transactions,2015,1
Ag3PO4,oxidase,,1600,nm,1600,nm,1600,nm,,3.31,mM,0.00000277,M s-1,si,OPD,0.7,mM,1.2,mM,,,20,μg mL−1,4.5,50,10.1039/C5DT04192A,C5DT04192A,0,Oxidase-like mimic of Ag@Ag<sub>3</sub>PO<sub>4</sub> microcubes as a smart probe for ultrasensitive and selective Hg<sup>2+</sup> detection,Dalton Transactions,2016,1
Ag3PO4,oxidase,cubic,1600,nm,1600,nm,1600,nm,,2.09,mM,0.0000242,M s-1,si,TMB,0.05,mM,0.25,mM,,,70,μg mL−1,6,20,10.1039/C5DT04192A,C5DT04192A,0,Oxidase-like mimic of Ag@Ag<sub>3</sub>PO<sub>4</sub> microcubes as a smart probe for ultrasensitive and selective Hg<sup>2+</sup> detection,Dalton Transactions,2016,0
Ag@Ag3PO4,oxidase,,,,,,,,,1.23,mM,0.00000518,M s-1,si,OPD,0.7,mM,1.2,mM,,,20,μg mL−1,4.5,50,10.1039/C5DT04192A,C5DT04192A,0,Oxidase-like mimic of Ag@Ag<sub>3</sub>PO<sub>4</sub> microcubes as a smart probe for ultrasensitive and selective Hg<sup>2+</sup> detection,Dalton Transactions,2016,1
Ag@Ag3PO4,oxidase,,,,,,,,,0.11,mM,0.00000632,M s-1,si,TMB,0.05,mM,0.25,mM,,,70,μg mL−1,6,20,10.1039/C5DT04192A,C5DT04192A,0,Oxidase-like mimic of Ag@Ag<sub>3</sub>PO<sub>4</sub> microcubes as a smart probe for ultrasensitive and selective Hg<sup>2+</sup> detection,Dalton Transactions,2016,0
ZnFe2O4,peroxidase,,104,nm,27,nm,27,nm,,490.72,mM,6.32,10-8 M s-1,text,H2O2 + TMB,9.5,mM,634,mM,10,mM,1,mg mL-1,4,,10.1039/C5NJ02547H,C5NJ02547H,0,Hierarchical growth of ZnFe<sub>2</sub>O<sub>4</sub> for sensing applications,New J. Chem.,2016,0
ZnFe2O4,peroxidase,,104,nm,27,nm,27,nm,,0.509,mM,9.18,10-8 M s-1,text,TMB + H2O2,36,mM,678,mM,176,mM,1,mg mL-1,4,,10.1039/C5NJ02547H,C5NJ02547H,0,Hierarchical growth of ZnFe<sub>2</sub>O<sub>4</sub> for sensing applications,New J. Chem.,2016,0
Eu2O2S,peroxidase,hexagonal,8-12,nm,8-12,nm,0.3,nm,,0.034,mM,0.000522,M s-1,text,TMB + H2O2,0.03,mM,2,mM,,,,,4,40,10.1039/C5NJ02705E,C5NJ02705E,0,"Morphological tuning of Eu<sub>2</sub>O<sub>2</sub>S nanoparticles, manifestation of peroxidase-like activity and glucose assay use",New Journal of Chemistry,2016,0
Eu2O2S,peroxidase,hexagonal,8-12,nm,8-12,nm,0.3,nm,,30.11,mM,0.001809,M s-1,text,H2O2 + TMB,3,mM,80,mM,10,mM,,,4,40,10.1039/C5NJ02705E,C5NJ02705E,0,"Morphological tuning of Eu<sub>2</sub>O<sub>2</sub>S nanoparticles, manifestation of peroxidase-like activity and glucose assay use",New Journal of Chemistry,2016,0
Eu2O2S,peroxidase,hexagonal,13,nm,13,nm,13,nm,,0.14,mM,0.000683,M s-1,text,TMB + H2O2,0.03,mM,2,mM,,,,,4,40,10.1039/C5NJ02705E,C5NJ02705E,0,"Morphological tuning of Eu<sub>2</sub>O<sub>2</sub>S nanoparticles, manifestation of peroxidase-like activity and glucose assay use",New Journal of Chemistry,2016,0
Eu2O2S,peroxidase,hexagonal,13,nm,13,nm,13,nm,,142.34,mM,0.004488,M s-1,text,H2O2 + TMB,3,mM,80,mM,10,mM,,,4,40,10.1039/C5NJ02705E,C5NJ02705E,0,"Morphological tuning of Eu<sub>2</sub>O<sub>2</sub>S nanoparticles, manifestation of peroxidase-like activity and glucose assay use",New Journal of Chemistry,2016,0
Eu2O2S,peroxidase,hexagonal,7,nm,3,nm,3,nm,,0.182,mM,0.000679,M s-1,text,TMB + H2O2,0.03,mM,2,mM,,,,,4,40,10.1039/C5NJ02705E,C5NJ02705E,0,"Morphological tuning of Eu<sub>2</sub>O<sub>2</sub>S nanoparticles, manifestation of peroxidase-like activity and glucose assay use",New Journal of Chemistry,2016,0
Eu2O2S,peroxidase,hexagonal,7,nm,3,nm,3,nm,,195.48,mM,0.00382,M s-1,text,H2O2 + TMB,3,mM,80,mM,10,mM,,,4,40,10.1039/C5NJ02705E,C5NJ02705E,0,"Morphological tuning of Eu<sub>2</sub>O<sub>2</sub>S nanoparticles, manifestation of peroxidase-like activity and glucose assay use",New Journal of Chemistry,2016,0
Eu2O3,peroxidase,hexagonal,,,,,,,,0.27,mM,0.000787,M s-1,text,TMB + H2O2,0.03,mM,2,mM,,,,,4,40,10.1039/C5NJ02705E,C5NJ02705E,0,"Morphological tuning of Eu<sub>2</sub>O<sub>2</sub>S nanoparticles, manifestation of peroxidase-like activity and glucose assay use",New Journal of Chemistry,2016,0
Eu2O3,peroxidase,hexagonal,,,,,,,,211.59,mM,0.004366,M s-1,text,H2O2 + TMB,3,mM,80,mM,10,mM,,,4,40,10.1039/C5NJ02705E,C5NJ02705E,0,"Morphological tuning of Eu<sub>2</sub>O<sub>2</sub>S nanoparticles, manifestation of peroxidase-like activity and glucose assay use",New Journal of Chemistry,2016,0
CuZnFeS,peroxidase,,12,nm,12,nm,12,nm,,2.2,mM,390,nM s-1,text,TMB + H2O2,0,mM,1.2,mM,15,mM,2,mg mL−1,4.2,32,10.1039/C5NR01728A,C5NR01728A,0,Insight into the mechanism revealing the peroxidase mimetic catalytic activity of quaternary CuZnFeS nanocrystals: colorimetric biosensing of hydrogen peroxide and glucose,Nanoscale,2015,1
CuZnFeS,peroxidase,,12,nm,12,nm,12,nm,,0.07,mM,5.6,nM s-1,text,H2O2 + TMB,0,mM,0.5,mM,15,mM,2,mg mL−1,4.2,32,10.1039/C5NR01728A,C5NR01728A,0,Insight into the mechanism revealing the peroxidase mimetic catalytic activity of quaternary CuZnFeS nanocrystals: colorimetric biosensing of hydrogen peroxide and glucose,Nanoscale,2015,1
Pd,peroxidase,hexagonal,,,,,,,,0.1098,mM,0.0000000582,M s-1,text,TMB + H2O2,0,mM,0.8,mM,10,mM,0.2,μg,4.5,25,10.1039/C5NR05675F,C5NR05675F,0,An investigation of the mimetic enzyme activity of two-dimensional Pd-based nanostructures,Nanoscale,2015,1
Pd,peroxidase,hexagonal,,,,,,,,4.398,mM,0.0000000651,M s-1,text,H2O2 + TMB,0,mM,10,mM,0.5,mM,0.2,μg,4.5,25,10.1039/C5NR05675F,C5NR05675F,0,An investigation of the mimetic enzyme activity of two-dimensional Pd-based nanostructures,Nanoscale,2015,1
Pd@Pt,peroxidase,hexagonal,,,,,,,,0.0865,mM,0.00000006228,M s-1,text,TMB + H2O2,0,mM,0.8,mM,10,mM,0.2,μg,4.5,25,10.1039/C5NR05675F,C5NR05675F,0,An investigation of the mimetic enzyme activity of two-dimensional Pd-based nanostructures,Nanoscale,2015,1
Pd@Pt,peroxidase,hexagonal,,,,,,,,2.231,mM,0.00000005,M s-1,text,H2O2 + TMB,0,mM,10,mM,0.5,mM,0.2,μg,4.5,25,10.1039/C5NR05675F,C5NR05675F,0,An investigation of the mimetic enzyme activity of two-dimensional Pd-based nanostructures,Nanoscale,2015,1
MoS2Pt74Ag26,peroxidase,,,,,,,,polyallylamine hydrochloride,25.71,mM,7.29E+00,10-8 M s-1,text,TMB + H2O2,0,mM,8,mM,1,mM,,,4,50,10.1039/C5NR08038J,C5NR08038J,0,Pt<sub>74</sub>Ag<sub>26</sub>nanoparticle-decorated ultrathin MoS<sub>2</sub>nanosheets as novel peroxidase mimics for highly selective colorimetric detection of H<sub>2</sub>O<sub>2</sub>and glucose,Nanoscale,2016,1
MoS2Pt74Ag26,peroxidase,,,,,,,,polyallylamine hydrochloride,0.386,mM,3.22E+00,10-8 M s-1,text,H2O2 + TMB,0,mM,4,mM,1,mM,#ffffff,,4,50,10.1039/C5NR08038J,C5NR08038J,0,Pt<sub>74</sub>Ag<sub>26</sub>nanoparticle-decorated ultrathin MoS<sub>2</sub>nanosheets as novel peroxidase mimics for highly selective colorimetric detection of H<sub>2</sub>O<sub>2</sub>and glucose,Nanoscale,2016,1
Au@Pt,oxidase,,,,,,,,,129,mM,1.40E+01,mol L-1 min-1,text,Catechol,,,,,,,50,μg L-1,6,20,10.1039/C5RA07636F,C5RA07636F,0,Intrinsic polyphenol oxidase-like activity of gold@platinum nanoparticles,RSC Advances,2015,0
